Food_ID,Food_Name,Alias,Category,Meal_Type,Serving_Size,Calories_kcal,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Veg_NonVeg,Health_Rating,WeightLoss,MuscleGain,WeightGain,HealthyLifestyle
1065,Paneer Frankie,Paneer Frankie,Street Food,Snack,1 Roll,470,19.0,43.0,25.0,3.0,3.0,720,Fast Food,C,Moderate,Yes,Moderate,Moderate
1066,Chicken Frankie,Chicken Frankie,Street Food,Snack,1 Roll,495,24.0,42.0,25.0,2.0,3.0,740,Fast Food,C,Moderate,Yes,Yes,Moderate
1067,Aloo Roll,Aloo Roll,Street Food,Snack,1 Roll,390,8.0,48.0,17.0,4.0,3.0,610,Fast Food,C,No,Moderate,Moderate,No
1071,Spring Roll,Spring Roll,Street Food,Snack,2 Pieces,350,8.0,38.0,18.0,3.0,3.0,560,Fast Food,D,No,Moderate,Moderate,No
1072,Veg Spring Roll,Veg Spring Roll,Street Food,Snack,2 Pieces,340,8.0,39.0,17.0,3.0,3.0,550,Fast Food,C,No,Moderate,Moderate,No
1073,Paneer Spring Roll,Paneer Spring Roll,Street Food,Snack,2 Pieces,410,14.0,35.0,24.0,2.0,3.0,620,Fast Food,C,Moderate,Yes,Moderate,Moderate
1074,Chicken Spring Roll,Chicken Spring Roll,Street Food,Snack,2 Pieces,425,18.0,34.0,24.0,2.0,3.0,640,Fast Food,C,Moderate,Yes,Yes,Moderate
1075,Veg Hot Dog,Veg Hot Dog,Street Food,Snack,1 Piece,390,11.0,43.0,19.0,3.0,4.0,710,Fast Food,C,No,Moderate,Moderate,No
1076,Chicken Hot Dog,Chicken Hot Dog,Street Food,Snack,1 Piece,460,18.0,40.0,27.0,2.0,4.0,780,Fast Food,D,No,Moderate,Yes,No
1077,Cheese Corn Balls,Cheese Corn Balls,Street Food,Snack,6 Pieces,370,10.0,28.0,24.0,2.0,2.0,590,Fast Food,D,No,Moderate,Moderate,No
1078,Potato Cheese Balls,Potato Cheese Balls,Street Food,Snack,6 Pieces,385,8.0,31.0,25.0,2.0,2.0,620,Fast Food,D,No,Moderate,Moderate,No
1079,French Fries,French Fries,Street Food,Snack,1 Medium,365,4.0,48.0,17.0,4.0,1.0,320,Fast Food,D,No,Moderate,Moderate,No
1080,Peri Peri Fries,Peri Peri Fries,Street Food,Snack,1 Medium,390,4.0,49.0,19.0,4.0,1.0,640,Fast Food,D,No,Moderate,Moderate,No
1081,Cheese Fries,Cheese Fries,Street Food,Snack,1 Medium,470,9.0,48.0,27.0,4.0,2.0,710,Fast Food,D,No,Moderate,Moderate,No
1082,Veg Hakka Noodles,Veg Hakka Noodles,Chinese,"Lunch,Dinner",1 Plate,430,11.0,62.0,15.0,4.0,5.0,890,Fast Food,C,No,Moderate,Moderate,No
1083,Chicken Hakka Noodles,Chicken Hakka Noodles,Chinese,"Lunch,Dinner",1 Plate,495,21.0,60.0,18.0,3.0,5.0,940,Fast Food,C,Moderate,Yes,Yes,Moderate
1084,Egg Hakka Noodles,Egg Hakka Noodles,Chinese,"Lunch,Dinner",1 Plate,470,17.0,61.0,17.0,3.0,5.0,920,Fast Food,C,Moderate,Yes,Moderate,Moderate
1085,Paneer Hakka Noodles,Paneer Hakka Noodles,Chinese,"Lunch,Dinner",1 Plate,510,20.0,58.0,22.0,3.0,5.0,960,Fast Food,D,No,Yes,Moderate,No
1086,Veg Schezwan Noodles,Veg Schezwan Noodles,Chinese,"Lunch,Dinner",1 Plate,455,11.0,63.0,17.0,4.0,6.0,980,Fast Food,D,No,Moderate,Moderate,No
1087,Chicken Schezwan Noodles,Chicken Schezwan Noodles,Chinese,"Lunch,Dinner",1 Plate,520,22.0,61.0,20.0,3.0,6.0,1030,Fast Food,D,No,Yes,Yes,No
1088,Egg Schezwan Noodles,Egg Schezwan Noodles,Chinese,"Lunch,Dinner",1 Plate,490,18.0,62.0,18.0,3.0,6.0,1010,Fast Food,D,No,Yes,Moderate,No
1089,Veg Chow Mein,Veg Chow Mein,Chinese,"Lunch,Dinner",1 Plate,420,10.0,60.0,15.0,4.0,5.0,870,Fast Food,C,No,Moderate,Moderate,No
1090,Chicken Chow Mein,Chicken Chow Mein,Chinese,"Lunch,Dinner",1 Plate,490,21.0,58.0,18.0,3.0,5.0,930,Fast Food,C,Moderate,Yes,Yes,Moderate
1091,Egg Chow Mein,Egg Chow Mein,Chinese,"Lunch,Dinner",1 Plate,465,17.0,59.0,17.0,3.0,5.0,910,Fast Food,C,Moderate,Yes,Moderate,Moderate
1092,Veg Singapore Noodles,Veg Singapore Noodles,Chinese,"Lunch,Dinner",1 Plate,445,11.0,61.0,16.0,4.0,5.0,900,Fast Food,C,No,Moderate,Moderate,No
1093,Chicken Singapore Noodles,Chicken Singapore Noodles,Chinese,"Lunch,Dinner",1 Plate,510,22.0,59.0,19.0,3.0,5.0,960,Fast Food,C,Moderate,Yes,Yes,Moderate
1094,Veg Manchurian,Veg Manchurian,Chinese,"Snack,Lunch",1 Plate,360,10.0,34.0,20.0,4.0,5.0,960,Fast Food,D,No,Moderate,Moderate,No
1095,Dry Veg Manchurian,Dry Veg Manchurian,Chinese,"Snack,Lunch",1 Plate,375,10.0,33.0,22.0,4.0,4.0,980,Fast Food,D,No,Moderate,Moderate,No
1096,Veg Manchurian Gravy,Veg Manchurian Gravy,Chinese,"Lunch,Dinner",1 Plate,330,10.0,32.0,17.0,4.0,5.0,890,Fast Food,C,No,Moderate,Moderate,No
1098,Dry Chicken Manchurian,Dry Chicken Manchurian,Chinese,"Lunch,Dinner",1 Plate,425,25.0,15.0,28.0,2.0,3.0,1020,Fast Food,D,No,Yes,Yes,No
1099,Chicken Manchurian Gravy,Chicken Manchurian Gravy,Chinese,"Lunch,Dinner",1 Plate,390,23.0,16.0,23.0,2.0,4.0,950,Fast Food,C,Moderate,Yes,Yes,Moderate
1100,Paneer Manchurian,Paneer Manchurian,Chinese,"Lunch,Dinner",1 Plate,420,18.0,20.0,28.0,2.0,4.0,960,Fast Food,D,No,Yes,Moderate,No
1101,Dry Paneer Manchurian,Dry Paneer Manchurian,Chinese,"Lunch,Dinner",1 Plate,435,19.0,19.0,30.0,2.0,3.0,980,Fast Food,D,No,Yes,Moderate,No
1102,Paneer Manchurian Gravy,Paneer Manchurian Gravy,Chinese,"Lunch,Dinner",1 Plate,395,18.0,20.0,25.0,2.0,4.0,940,Fast Food,C,Moderate,Yes,Moderate,Moderate
1103,Gobi Manchurian,Gobi Manchurian,Chinese,"Snack,Lunch",1 Plate,350,8.0,34.0,20.0,4.0,4.0,930,Fast Food,D,No,Moderate,Moderate,No
1104,Dry Gobi Manchurian,Dry Gobi Manchurian,Chinese,"Snack,Lunch",1 Plate,365,8.0,33.0,22.0,4.0,3.0,950,Fast Food,D,No,Moderate,Moderate,No
1105,Gobi Manchurian Gravy,Gobi Manchurian Gravy,Chinese,"Lunch,Dinner",1 Plate,325,8.0,33.0,17.0,4.0,4.0,890,Fast Food,C,No,Moderate,Moderate,No
1106,Chilli Paneer,Chilli Paneer,Chinese,"Lunch,Dinner",1 Plate,430,19.0,18.0,30.0,2.0,4.0,980,Fast Food,D,No,Yes,Moderate,No
1107,Dry Chilli Paneer,Dry Chilli Paneer,Chinese,"Lunch,Dinner",1 Plate,445,19.0,17.0,32.0,2.0,3.0,1000,Fast Food,D,No,Yes,Moderate,No
1108,Chilli Paneer Gravy,Chilli Paneer Gravy,Chinese,"Lunch,Dinner",1 Plate,405,18.0,19.0,27.0,2.0,4.0,960,Fast Food,C,Moderate,Yes,Moderate,Moderate
1109,Chilli Chicken,Chilli Chicken,Chinese,"Lunch,Dinner",1 Plate,420,26.0,15.0,28.0,2.0,3.0,1010,Fast Food,D,No,Yes,Yes,No
1110,Dry Chilli Chicken,Dry Chilli Chicken,Chinese,"Lunch,Dinner",1 Plate,435,27.0,14.0,30.0,2.0,3.0,1030,Fast Food,D,No,Yes,Yes,No
1111,Chilli Chicken Gravy,Chilli Chicken Gravy,Chinese,"Lunch,Dinner",1 Plate,400,26.0,15.0,25.0,2.0,4.0,990,Fast Food,C,Moderate,Yes,Yes,Moderate
1112,Veg Momos,Veg Momos,Chinese,Snack,6 Pieces,280,9.0,42.0,8.0,3.0,2.0,520,Fast Food,B,Moderate,No,Moderate,Moderate
1113,Steamed Veg Momos,Steamed Veg Momos,Chinese,Snack,6 Pieces,240,9.0,40.0,5.0,3.0,2.0,420,Fast Food,A,Yes,No,Moderate,Yes
1114,Fried Veg Momos,Fried Veg Momos,Chinese,Snack,6 Pieces,360,9.0,41.0,18.0,3.0,2.0,640,Fast Food,D,No,Moderate,Moderate,No
1115,Paneer Momos,Paneer Momos,Chinese,Snack,6 Pieces,340,16.0,35.0,16.0,2.0,2.0,580,Fast Food,C,Moderate,Yes,Moderate,Moderate
1116,Steamed Paneer Momos,Steamed Paneer Momos,Chinese,Snack,6 Pieces,310,16.0,34.0,12.0,2.0,2.0,520,Fast Food,B,Moderate,Yes,Moderate,Moderate
1117,Fried Paneer Momos,Fried Paneer Momos,Chinese,Snack,6 Pieces,395,16.0,35.0,22.0,2.0,2.0,690,Fast Food,D,No,Yes,Moderate,No
1118,Chicken Momos,Chicken Momos,Chinese,Snack,6 Pieces,330,20.0,32.0,13.0,2.0,2.0,610,Fast Food,C,Moderate,Yes,Yes,Moderate
1119,Steamed Chicken Momos,Steamed Chicken Momos,Chinese,Snack,6 Pieces,285,20.0,31.0,8.0,2.0,2.0,520,Fast Food,B,Moderate,Yes,Yes,Moderate
1120,Fried Chicken Momos,Fried Chicken Momos,Chinese,Snack,6 Pieces,390,20.0,32.0,20.0,2.0,2.0,710,Fast Food,D,No,Yes,Yes,No
1121,Chicken Cheese Momos,Chicken Cheese Momos,Chinese,Snack,6 Pieces,430,23.0,30.0,25.0,2.0,2.0,760,Fast Food,D,No,Yes,Yes,No
1122,Cheese Momos,Cheese Momos,Chinese,Snack,6 Pieces,390,15.0,33.0,22.0,2.0,2.0,680,Fast Food,D,No,Moderate,Moderate,No
1123,Corn Cheese Momos,Corn Cheese Momos,Chinese,Snack,6 Pieces,405,14.0,37.0,21.0,3.0,3.0,690,Fast Food,D,No,Moderate,Moderate,No
1124,Tandoori Momos,Tandoori Momos,Chinese,Snack,6 Pieces,395,16.0,33.0,22.0,2.0,2.0,720,Fast Food,D,No,Moderate,Moderate,No
1125,Afghani Momos,Afghani Momos,Chinese,Snack,6 Pieces,470,18.0,34.0,30.0,2.0,2.0,790,Fast Food,D,No,Moderate,Moderate,No
1126,Kurkure Momos,Kurkure Momos,Chinese,Snack,6 Pieces,455,16.0,38.0,27.0,2.0,2.0,810,Fast Food,D,No,Moderate,Moderate,No
1131,Triple Schezwan Rice,Triple Schezwan Rice,Chinese,"Lunch,Dinner",1 Plate,690,22.0,82.0,29.0,3.0,5.0,1320,Fast Food,D,No,Moderate,Moderate,No
1132,Triple Schezwan Noodles,Triple Schezwan Noodles,Chinese,"Lunch,Dinner",1 Plate,710,23.0,86.0,30.0,3.0,5.0,1360,Fast Food,D,No,Moderate,Moderate,No
1133,Chilli Potato,Chilli Potato,Chinese,Snack,1 Plate,390,6.0,46.0,20.0,4.0,4.0,860,Fast Food,D,No,Moderate,Moderate,No
1134,Honey Chilli Potato,Honey Chilli Potato,Chinese,Snack,1 Plate,425,6.0,52.0,21.0,4.0,12.0,890,Fast Food,D,No,Moderate,Moderate,No
1135,Crispy Corn,Crispy Corn,Chinese,Snack,1 Plate,340,8.0,42.0,16.0,4.0,4.0,710,Fast Food,C,No,Moderate,Moderate,No
1136,Veg Crispy,Veg Crispy,Chinese,Snack,1 Plate,360,8.0,36.0,20.0,4.0,3.0,760,Fast Food,D,No,Moderate,Moderate,No
1137,Chicken Crispy,Chicken Crispy,Chinese,Snack,1 Plate,430,24.0,18.0,28.0,2.0,3.0,920,Fast Food,D,No,Yes,Yes,No
1138,Veg Lollipop,Veg Lollipop,Chinese,Snack,6 Pieces,370,10.0,34.0,21.0,3.0,3.0,780,Fast Food,D,No,Moderate,Moderate,No
1140,American Chopsuey,American Chopsuey,Chinese,"Lunch,Dinner",1 Plate,610,14.0,76.0,28.0,4.0,10.0,1080,Fast Food,D,No,Moderate,Moderate,No
1141,Chinese Bhel,Chinese Bhel,Chinese,Snack,1 Plate,470,10.0,58.0,21.0,3.0,6.0,920,Fast Food,D,No,Moderate,Moderate,No
1142,Margherita Pizza,Margherita Pizza,Cafe,"Lunch,Dinner",1 Medium (300g),760,28.0,92.0,30.0,5.0,8.0,1320,Fast Food,C,Moderate,Moderate,Moderate,No
1143,Farmhouse Pizza,Farmhouse Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),890,34.0,98.0,38.0,7.0,10.0,1580,Fast Food,D,No,Moderate,Moderate,No
1144,Veggie Pizza,Veggie Pizza,Cafe,"Lunch,Dinner",1 Medium (330g),850,31.0,95.0,36.0,7.0,9.0,1490,Fast Food,D,No,Moderate,Moderate,No
1145,Paneer Pizza,Paneer Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),920,38.0,96.0,40.0,5.0,8.0,1620,Fast Food,D,No,Yes,Moderate,No
1146,Corn Pizza,Corn Pizza,Cafe,"Lunch,Dinner",1 Medium (330g),840,30.0,98.0,34.0,6.0,10.0,1450,Fast Food,D,No,Moderate,Moderate,No
1147,Cheese Pizza,Cheese Pizza,Cafe,"Lunch,Dinner",1 Medium (320g),900,34.0,90.0,42.0,4.0,7.0,1650,Fast Food,D,No,Moderate,Moderate,No
1148,Double Cheese Pizza,Double Cheese Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),1050,42.0,92.0,54.0,4.0,8.0,1920,Fast Food,D,No,Moderate,Moderate,No
1149,Capsicum Pizza,Capsicum Pizza,Cafe,"Lunch,Dinner",1 Medium (330g),845,31.0,96.0,35.0,6.0,9.0,1480,Fast Food,D,No,Moderate,Moderate,No
1150,Mushroom Pizza,Mushroom Pizza,Cafe,"Lunch,Dinner",1 Medium (330g),850,32.0,95.0,36.0,5.0,8.0,1490,Fast Food,D,No,Moderate,Moderate,No
1151,Onion Pizza,Onion Pizza,Cafe,"Lunch,Dinner",1 Medium (325g),825,30.0,94.0,34.0,5.0,9.0,1440,Fast Food,D,No,Moderate,Moderate,No
1152,Chicken Pizza,Chicken Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),940,42.0,92.0,40.0,4.0,7.0,1660,Fast Food,D,No,Yes,Yes,No
1153,Chicken Tikka Pizza,Chicken Tikka Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),960,43.0,92.0,41.0,4.0,7.0,1680,Fast Food,D,No,Yes,Yes,No
1154,Chicken Sausage Pizza,Chicken Sausage Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),980,41.0,93.0,43.0,4.0,7.0,1720,Fast Food,D,No,Yes,Yes,No
1155,Chicken Pepperoni Pizza,Chicken Pepperoni Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),1010,42.0,91.0,46.0,4.0,7.0,1790,Fast Food,D,No,Yes,Yes,No
1156,Paneer Tikka Pizza,Paneer Tikka Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),940,39.0,95.0,41.0,5.0,8.0,1640,Fast Food,D,No,Yes,Moderate,No
1157,Mexican Green Wave Pizza,Mexican Green Wave Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),910,33.0,97.0,39.0,6.0,9.0,1600,Fast Food,D,No,Moderate,Moderate,No
1158,Peppy Paneer Pizza,Peppy Paneer Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),935,39.0,95.0,40.0,5.0,8.0,1630,Fast Food,D,No,Yes,Moderate,No
1159,Veg Extravaganza Pizza,Veg Extravaganza Pizza,Cafe,"Lunch,Dinner",1 Medium (350g),960,36.0,102.0,41.0,7.0,10.0,1690,Fast Food,D,No,Moderate,Moderate,No
1160,Deluxe Veggie Pizza,Deluxe Veggie Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),925,35.0,98.0,39.0,6.0,9.0,1610,Fast Food,D,No,Moderate,Moderate,No
1161,BBQ Chicken Pizza,BBQ Chicken Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),980,42.0,94.0,43.0,5.0,10.0,1710,Fast Food,D,No,Yes,Yes,No
1162,Chicken Dominator Pizza,Chicken Dominator Pizza,Cafe,"Lunch,Dinner",1 Medium (350g),1080,50.0,95.0,50.0,4.0,7.0,1880,Fast Food,D,No,Yes,Yes,No
1163,Tandoori Paneer Pizza,Tandoori Paneer Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),935,38.0,95.0,40.0,5.0,8.0,1640,Fast Food,D,No,Yes,Moderate,No
1164,Cheese Burst Pizza,Cheese Burst Pizza,Cafe,"Lunch,Dinner",1 Medium (350g),1140,40.0,94.0,58.0,4.0,8.0,1980,Fast Food,D,No,Moderate,Moderate,No
1165,Thin Crust Veg Pizza,Thin Crust Veg Pizza,Cafe,"Lunch,Dinner",1 Medium (300g),720,28.0,82.0,28.0,5.0,7.0,1280,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1166,Thin Crust Chicken Pizza,Thin Crust Chicken Pizza,Cafe,"Lunch,Dinner",1 Medium (310g),790,36.0,80.0,32.0,4.0,7.0,1360,Fast Food,C,Moderate,Yes,Yes,Moderate
1167,Stuffed Crust Pizza,Stuffed Crust Pizza,Cafe,"Lunch,Dinner",1 Medium (360g),1180,42.0,96.0,60.0,4.0,8.0,2050,Fast Food,D,No,Moderate,Moderate,No
1168,Cheese Garlic Pizza,Cheese Garlic Pizza,Cafe,"Lunch,Dinner",1 Medium (320g),930,31.0,88.0,46.0,3.0,6.0,1720,Fast Food,D,No,Moderate,Moderate,No
1169,Veg Supreme Pizza,Veg Supreme Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),930,35.0,98.0,39.0,6.0,9.0,1620,Fast Food,D,No,Moderate,Moderate,No
1170,Chicken Supreme Pizza,Chicken Supreme Pizza,Cafe,"Lunch,Dinner",1 Medium (340g),990,44.0,95.0,43.0,4.0,8.0,1740,Fast Food,D,No,Yes,Yes,No
1171,Classic Veg Pizza,Classic Veg Pizza,Cafe,"Lunch,Dinner",1 Medium (330g),840,31.0,95.0,35.0,6.0,9.0,1470,Fast Food,D,No,Moderate,Moderate,No
1172,Veg Burger,Veg Burger,Cafe,Snack,1 Burger,380,11.0,42.0,18.0,4.0,6.0,720,Fast Food,C,No,Moderate,Moderate,No
1173,Aloo Tikki Burger,Aloo Tikki Burger,Cafe,Snack,1 Burger,390,10.0,44.0,19.0,4.0,6.0,740,Fast Food,C,No,Moderate,Moderate,No
1174,Cheese Burger,Cheese Burger,Cafe,Snack,1 Burger,480,18.0,41.0,28.0,3.0,6.0,860,Fast Food,D,No,Moderate,Moderate,No
1175,Double Cheese Burger,Double Cheese Burger,Cafe,Snack,1 Burger,620,28.0,43.0,40.0,3.0,6.0,1080,Fast Food,D,No,Moderate,Moderate,No
1176,Paneer Burger,Paneer Burger,Cafe,Snack,1 Burger,520,22.0,39.0,30.0,3.0,5.0,890,Fast Food,D,No,Yes,Moderate,No
1177,Paneer Tikka Burger,Paneer Tikka Burger,Cafe,Snack,1 Burger,545,23.0,40.0,31.0,3.0,5.0,910,Fast Food,D,No,Yes,Moderate,No
1178,Crispy Paneer Burger,Crispy Paneer Burger,Cafe,Snack,1 Burger,590,22.0,42.0,36.0,3.0,5.0,980,Fast Food,D,No,Yes,Moderate,No
1179,Grilled Chicken Burger,Grilled Chicken Burger,Cafe,Snack,1 Burger,470,29.0,37.0,22.0,2.0,5.0,820,Fast Food,C,Moderate,Yes,Yes,Moderate
1180,Crispy Chicken Burger,Crispy Chicken Burger,Cafe,Snack,1 Burger,590,24.0,43.0,35.0,2.0,5.0,980,Fast Food,D,No,Yes,Yes,No
1181,Chicken Tikka Burger,Chicken Tikka Burger,Cafe,Snack,1 Burger,530,27.0,39.0,30.0,2.0,5.0,940,Fast Food,D,No,Yes,Yes,No
1182,Chicken Cheese Burger,Chicken Cheese Burger,Cafe,Snack,1 Burger,610,30.0,40.0,38.0,2.0,5.0,1050,Fast Food,D,No,Yes,Yes,No
1183,Double Chicken Burger,Double Chicken Burger,Cafe,Snack,1 Burger,720,42.0,42.0,46.0,2.0,5.0,1180,Fast Food,D,No,Yes,Yes,No
1184,Veggie Burger,Veggie Burger,Cafe,Snack,1 Burger,410,12.0,45.0,20.0,4.0,6.0,760,Fast Food,C,No,Moderate,Moderate,No
1185,Corn Burger,Corn Burger,Cafe,Snack,1 Burger,430,11.0,48.0,21.0,4.0,7.0,790,Fast Food,C,No,Moderate,Moderate,No
1186,Mushroom Burger,Mushroom Burger,Cafe,Snack,1 Burger,445,13.0,43.0,24.0,3.0,5.0,810,Fast Food,C,No,Moderate,Moderate,No
1187,Mexican Burger,Mexican Burger,Cafe,Snack,1 Burger,520,18.0,47.0,29.0,4.0,7.0,930,Fast Food,D,No,Moderate,Moderate,No
1188,Spicy Veg Burger,Spicy Veg Burger,Cafe,Snack,1 Burger,430,12.0,45.0,22.0,4.0,6.0,810,Fast Food,C,No,Moderate,Moderate,No
1189,Spicy Chicken Burger,Spicy Chicken Burger,Cafe,Snack,1 Burger,550,27.0,40.0,32.0,2.0,5.0,980,Fast Food,D,No,Yes,Yes,No
1190,Maharaja Burger,Maharaja Burger,Cafe,Snack,1 Burger,760,35.0,58.0,43.0,3.0,8.0,1280,Fast Food,D,No,Moderate,Moderate,No
1191,Maharaja Chicken Burger,Maharaja Chicken Burger,Cafe,Snack,1 Burger,820,42.0,56.0,48.0,2.0,8.0,1360,Fast Food,D,No,Yes,Yes,No
1192,Zinger Burger,Zinger Burger,Cafe,Snack,1 Burger,640,27.0,45.0,39.0,2.0,6.0,1120,Fast Food,D,No,Yes,Yes,No
1193,Chicken Zinger Burger,Chicken Zinger Burger,Cafe,Snack,1 Burger,650,28.0,45.0,40.0,2.0,6.0,1140,Fast Food,D,No,Yes,Yes,No
1194,BBQ Chicken Burger,BBQ Chicken Burger,Cafe,Snack,1 Burger,560,28.0,41.0,32.0,2.0,7.0,980,Fast Food,D,No,Yes,Yes,No
1195,Cheese Chicken Burger,Cheese Chicken Burger,Cafe,Snack,1 Burger,620,31.0,40.0,39.0,2.0,5.0,1060,Fast Food,D,No,Yes,Yes,No
1196,Peri Peri Chicken Burger,Peri Peri Chicken Burger,Cafe,Snack,1 Burger,570,29.0,40.0,33.0,2.0,5.0,1010,Fast Food,D,No,Yes,Yes,No
1197,Loaded Veg Burger,Loaded Veg Burger,Cafe,Snack,1 Burger,560,18.0,47.0,32.0,4.0,7.0,980,Fast Food,D,No,Moderate,Moderate,No
1198,Loaded Chicken Burger,Loaded Chicken Burger,Cafe,Snack,1 Burger,680,34.0,44.0,42.0,2.0,6.0,1160,Fast Food,D,No,Yes,Yes,No
1199,Classic Chicken Burger,Classic Chicken Burger,Cafe,Snack,1 Burger,500,26.0,39.0,27.0,2.0,5.0,900,Fast Food,C,Moderate,Yes,Yes,Moderate
1200,Veg Roll,Veg Roll,Cafe,Snack,1 Roll,390,10.0,46.0,18.0,3.0,3.0,640,Fast Food,C,No,Moderate,Moderate,No
1201,Cheese Roll,Cheese Roll,Cafe,Snack,1 Roll,510,17.0,39.0,31.0,2.0,3.0,780,Fast Food,D,No,Moderate,Moderate,No
1202,Chicken Egg Roll,Chicken Egg Roll,Cafe,Snack,1 Roll,545,31.0,40.0,31.0,2.0,3.0,820,Fast Food,D,No,Yes,Yes,No
1203,Paneer Egg Roll,Paneer Egg Roll,Cafe,Snack,1 Roll,525,24.0,39.0,30.0,2.0,3.0,790,Fast Food,D,No,Yes,Moderate,No
1204,Chicken Tikka Roll,Chicken Tikka Roll,Cafe,Snack,1 Roll,520,29.0,39.0,29.0,2.0,3.0,790,Fast Food,C,Moderate,Yes,Yes,Moderate
1205,Paneer Tikka Roll,Paneer Tikka Roll,Cafe,Snack,1 Roll,490,22.0,40.0,27.0,2.0,3.0,760,Fast Food,C,Moderate,Yes,Moderate,Moderate
1206,Malai Paneer Roll,Malai Paneer Roll,Cafe,Snack,1 Roll,540,21.0,39.0,33.0,2.0,3.0,810,Fast Food,D,No,Yes,Moderate,No
1207,Malai Chicken Roll,Malai Chicken Roll,Cafe,Snack,1 Roll,565,30.0,39.0,34.0,2.0,3.0,840,Fast Food,D,No,Yes,Yes,No
1208,Kathi Roll,Kathi Roll,Cafe,Snack,1 Roll,450,16.0,45.0,22.0,3.0,3.0,700,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1209,Veg Kathi Roll,Veg Kathi Roll,Cafe,Snack,1 Roll,425,12.0,46.0,20.0,3.0,3.0,670,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1210,Paneer Kathi Roll,Paneer Kathi Roll,Cafe,Snack,1 Roll,495,21.0,41.0,28.0,2.0,3.0,740,Fast Food,C,Moderate,Yes,Moderate,Moderate
1211,Chicken Kathi Roll,Chicken Kathi Roll,Cafe,Snack,1 Roll,525,28.0,40.0,30.0,2.0,3.0,800,Fast Food,D,No,Yes,Yes,No
1212,Egg Kathi Roll,Egg Kathi Roll,Cafe,Snack,1 Roll,455,18.0,43.0,22.0,2.0,3.0,710,Fast Food,C,Moderate,Yes,Moderate,Moderate
1213,Shawarma,Shawarma,Cafe,Snack,1 Roll,520,25.0,43.0,28.0,2.0,4.0,860,Fast Food,D,No,Yes,Yes,No
1214,Chicken Shawarma,Chicken Shawarma,Cafe,Snack,1 Roll,540,30.0,42.0,29.0,2.0,4.0,890,Fast Food,D,No,Yes,Yes,No
1215,Paneer Shawarma,Paneer Shawarma,Cafe,Snack,1 Roll,510,22.0,41.0,28.0,2.0,4.0,840,Fast Food,C,Moderate,Yes,Moderate,Moderate
1216,Veg Wrap,Veg Wrap,Cafe,Snack,1 Wrap,405,11.0,45.0,19.0,3.0,3.0,650,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1217,Cheese Wrap,Cheese Wrap,Cafe,Snack,1 Wrap,510,17.0,40.0,31.0,2.0,3.0,780,Fast Food,D,No,Moderate,Moderate,No
1218,Chicken Caesar Wrap,Chicken Caesar Wrap,Cafe,Snack,1 Wrap,545,31.0,37.0,31.0,2.0,3.0,830,Fast Food,D,No,Yes,Yes,No
1219,Mexican Veg Wrap,Mexican Veg Wrap,Cafe,Snack,1 Wrap,435,12.0,47.0,21.0,3.0,4.0,690,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1220,Mexican Chicken Wrap,Mexican Chicken Wrap,Cafe,Snack,1 Wrap,535,29.0,40.0,30.0,2.0,4.0,820,Fast Food,D,No,Yes,Yes,No
1221,Falafel Roll,Falafel Roll,Cafe,Snack,1 Roll,445,15.0,48.0,20.0,6.0,4.0,690,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1222,Falafel Wrap,Falafel Wrap,Cafe,Snack,1 Wrap,455,15.0,49.0,21.0,6.0,4.0,700,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1223,Loaded Chicken Wrap,Loaded Chicken Wrap,Cafe,Snack,1 Wrap,610,35.0,41.0,36.0,2.0,4.0,920,Fast Food,D,No,Yes,Yes,No
1224,Loaded Paneer Wrap,Loaded Paneer Wrap,Cafe,Snack,1 Wrap,575,25.0,42.0,34.0,2.0,4.0,880,Fast Food,D,No,Yes,Moderate,No
1225,Garlic Bread,Garlic Bread,Cafe,Snack,4 Pieces,340,8.0,42.0,15.0,2.0,3.0,610,Fast Food,C,No,Moderate,Moderate,No
1226,Cheese Garlic Bread,Cheese Garlic Bread,Cafe,Snack,4 Pieces,430,14.0,40.0,24.0,2.0,3.0,780,Fast Food,D,No,Moderate,Moderate,No
1227,Garlic Breadsticks,Garlic Breadsticks,Cafe,Snack,5 Pieces,360,9.0,45.0,16.0,2.0,3.0,650,Fast Food,C,No,Moderate,Moderate,No
